FS, mark KELSO, Face=0x26, #38, 
QB1, steve DEBERG, Face=0xf, #17, 
QB2, mike ELKINS, Face=0x40, #10, 
RB1, christian OKOYE, Face=0x88, #35, 
RB2, barry WORD, Face=0xd2, #23, 
RB3, todd MCNAIR, Face=0xa4, #48, 
RB4, bill JONES, Face=0x91, #43, 
WR1, robb THOMAS, Face=0x33, #81, 
WR2, stephone PAIGE, Face=0x85, #83, 
WR3, j.j. BIRDEN, Face=0x9e, #88, 
WR4, emile HARRY, Face=0xcb, #86, 
TE1, alfredo ROBERTS, Face=0x9c, #87, 
TE2, jonathan HAYES, Face=0x9b, #85, 
C, mike WEBSTER, Face=0x36, #53, 
LG, david SZOTT, Face=0x2b, #79, 
RG, david LUTZ, Face=0x47, #72, 
LT, john ALT, Face=0x1f, #76, 
RT, rich BALDINGER, Face=0x27, #77, 
RE, bill MAAS, Face=0x48, #63, 
NT, dan SALEAUMUA, Face=0xb, #97, 
LE, neil SMITH, Face=0xb7, #90, 
ROLB, derrick THOMAS, Face=0x8e, #58, 
RILB, dino HACKETT, Face=0x43, #56, 
LILB, percy SNOW, Face=0xa1, #59, 
LOLB, chris MARTIN, Face=0x84, #57, 
RCB, kevin ROSS, Face=0xb2, #31, 
LCB, albert LEWIS, Face=0x86, #29, 
SS, kevin PORTER, Face=0xb8, #27, 
K, nick LOWERY, Face=0x31, #8, 
P, bryan BARKER, Face=0x9, #4, 
TEAM=raiders
QB1, jay SCHROEDER, Face=0x11, #13, 
QB2, steve BEUERLEIN, Face=0x10, #7, 
RB1, bo JACKSON, Face=0x9a, #34, 
RB2, marcus ALLEN, Face=0x8b, #32, 
RB3, steve SMITH, Face=0x8d, #35, 
RB4, greg BELL, Face=0xa6, #28, 
WR1, mervyn FERNANDEZ, Face=0x86, #86, 
WR2, willie GAULT, Face=0x84, #83, 
WR3, tim BROWN, Face=0xb0, #81, 
WR4, sam GRADDY, Face=0xcb, #85, 
TE1, ethan HORTON, Face=0xc0, #88, 
TE2, mike DYAL, Face=0x1e, #84, 
TE2, todd CHRISTENSEN, Face=0x05, #84, 
C, don MOSEBAR, Face=0x1f, #72, 
LG, steve WISNIEWSKI, Face=0x32, #76, 
RG, max MONTOYA, Face=0x24, #65, 
LT, bruce WILKERSON, Face=0xc9, #68, 
RT, rory GRAVES, Face=0x99, #60, 
RE, greg TOWNSEND, Face=0x93, #93, 
NT, bob GOLIC, Face=0x49, #79, 
LE, howie LONG, Face=0x4f, #75, 
ROLB, aaron WALLACE, Face=0x96, #51, 
RILB, scott DAVIS, Face=0x27, #70, 
LILB, riki ELLISON, Face=0x26, #50, 
LOLB, jerry ROBINSON, Face=0x8a, #57, 
RCB, l. WASHINGTON, Face=0x9b, #48, 
RCB, lionell WASHINGTON, Face=0x9b, #48, 
LCB, terry MCDANIEL, Face=0xca, #36, 
SS, mike HARDEN, Face=0xc6, #45, 
K, jeff JAEGER, Face=0x17, #18, 
P, jeff GOSSETT, Face=0x1b, #6, 
TEAM=chargers
QB1, b.j. TOLLIVER, Face=0x13, #11, 
QB1, billy joe TOLLIVER, Face=0x13, #11, 
QB1, joe TOLLIVER, Face=0x13, #11, 
QB1, b. TOLLIVER, Face=0x13, #11, 
QB2, mark VLASIC, Face=0x31, #13, 
RB1, marion BUTTS, Face=0x90, #35, 
RB2, rod BERNSTINE, Face=0x82, #82, 
RB3, joe CARAVELLO, Face=0x14, #46, 
RB4, ronnie HARMON, Face=0xbc, #33, 
WR1, quinn EARLY, Face=0xaa, #87, 
WR2, anthony MILLER, Face=0x97, #83, 
WR3, nate LEWIS, Face=0xb0, #81, 
WR4, wayne WALKER, Face=0x89, #80, 
TE1, derrick WALKER, Face=0x84, #89, 
TE2, arthur COX, Face=0xa1, #88, 
C, frank CORNISH, Face=0x8f, #63, 
LG, courtney HALL, Face=0xad, #53, 
RG, david RICHARDS, Face=0x1d, #65, 
LT, joel PATTEN, Face=0x30, #78, 
RT, b. THOMPSON, Face=0xc7, #76, 
RT, bruce THOMPSON, Face=0xc7, #76, 
RE, burt GROSSMAN, Face=0x1e, #92, 
NT, les MILLER, Face=0x4f, #69, 
LE, lee WILLIAMS, Face=0xb7, #99, 
ROLB, leslie O.NEAL, Face=0xa2, #91, 
ROLB, leslie ONEAL, Face=0xa2, #91, 
RILB, junior SEAU, Face=0x9e, #55, 
LILB, gary PLUMMER, Face=0x24, #50, 
LOLB, henry ROLLING, Face=0x80, #57, 
RCB, sam SEALE, Face=0x93, #30, 
LCB, gill BYRD, Face=0xcb, #22, 
SS, martin BAYLESS, Face=0xc6, #44, 
K, john CARNEY, Face=0x1e, #3, 
P, john KIDD, Face=0x40, #10, 
TEAM=seahawks
QB1, dave KRIEG, Face=0x17, #17, 
QB2, kelly STOUFFER, Face=0x12, #11, 
RB1, john l. WILLIAMS, Face=0x91, #32, 
RB1, john l WILLIAMS, Face=0x91, #32, 
RB2, derrick FENNER, Face=0x92, #44, 
RB3, james JONES, Face=0xa2, #30, 
RB4, chris WARREN, Face=0xc1, #42, 
WR1, brian BLADES, Face=0x98, #89, 
WR2, tommy KANE, Face=0x9b, #81, 
WR3, paul SKANSI, Face=0x3, #82, 
WR4, jeff CHADWICK, Face=0x34, #88, 
TE1, ron HELLER, Face=0x21, #85, 
TE2, travis MCNEAL, Face=0xa7, #86, 
C, grant FEASEL, Face=0x1b, #54, 
LG, edwin BAILEY, Face=0x95, #65, 
RG, bryan MILLARD, Face=0x4b, #71, 
LT, andy HECK, Face=0x2b, #66, 
RT, ron MATTES, Face=0x32, #70, 
RE, tony WOODS, Face=0xa5, #57, 
NT, joe NASH, Face=0x51, #72, 
LE, jacob GREEN, Face=0x89, #79, 
ROLB, rufus PORTER, Face=0x81, #97, 
RILB, cortez KENNEDY, Face=0x9c, #96, 
LILB, david WYMAN, Face=0x13, #92, 
LOLB, terry WOODEN, Face=0xc0, #51, 
RCB, patrick HUNTER, Face=0x92, #27, 
LCB, dwayne HARPER, Face=0x96, #29, 
SS, nesby GLASGOW, Face=0x8d, #22, 
K, norm JOHNSON, Face=0x2a, #9, 
P, rick DONNELLY, Face=0x36, #3, 
TEAM=redskins
QB1, doug WILLIAMS, Face=0x9d, #17, 
QB1, mark RYPIEN, Face=0x21, #11, 
QB2, stan HUMPHRIES, Face=0x1f, #16, 
RB1, earnest BYNER, Face=0xa2, #21, 
WR2, ricky SANDERS, Face=0xc5, #83, 
RB3, gerald RIGGS, Face=0xbf, #37, 
RB4, kelvin BRYANT, Face=0xae, #24, 
WR1, art MONK, Face=0x85, #81, 
WR2, gary CLARK, Face=0xc4, #84, 
RB3, brian MITCHELL, Face=0xc7, #30, 
WR4, joe HOWARD, Face=0xc1, #80, 
TE1, don WARREN, Face=0x39, #85, 
TE2, jimmie JOHNSON, Face=0x83, #88, 
C, jeff BOSTIC, Face=0x1c, #53, 
LG, russ GRIMM, Face=0x38, #68, 
RG, raleigh MCKENZIE, Face=0x2b, #63, 
LT, jim LACHEY, Face=0x34, #79, 
RT, ed SIMMONS, Face=0xb5, #76, 
RE, markus KOCH, Face=0x43, #74, 
NT, darryl GRANT, Face=0x96, #77, 
LE, charles MANN, Face=0x97, #71, 
ROLB, wilber MARSHALL, Face=0xb4, #58, 
RILB, greg MANUSKY, Face=0xc, #91, 
LILB, tracy ROCKER, Face=0x8e, #99, 
LOLB, andre COLLINS, Face=0xad, #55, 
RCB, darrell GREEN, Face=0xb1, #28, 
LCB, martin MAYHEW, Face=0x86, #35, 
SS, alvin WALTON, Face=0xb0, #40, 
K, chip LOHMILLER, Face=0x33, #8, 
P, kelly GOODBURN, Face=0x20, #2, 
TEAM=giants
QB1, phil SIMMS, Face=0x34, #11, 
QB2, jeff HOSTETLER, Face=0x19, #15, 
RB1, ottis ANDERSON, Face=0x93, #24, 
RB2, david MEGGETT, Face=0xb0, #30, 
RB2, dave MEGGETT, Face=0xb0, #30, 
RB3, maurice CARTHON, Face=0x96, #44, 
RB4, rodney HAMPTON, Face=0xb2, #27, 
WR1, mark INGRAM, Face=0x91, #82, 
WR2, stephen BAKER, Face=0xa3, #85, 
WR3, stacey ROBINSON, Face=0xc9, #81, 
WR4, odessa TURNER, Face=0xc3, #83, 
TE1, mark BAVARO, Face=0x1a, #89, 
TE2, howard CROSS, Face=0xb0, #87, 
C, bart OATES, Face=0x1f, #65, 
LG, william ROBERTS, Face=0xaf, #66, 
RG, eric MOORE, Face=0xc0, #60, 
LT, john ELLIOTT, Face=0x2b, #76, 
RT, doug RIESENBERG, Face=0x33, #72, 
RE, leonard MARSHALL, Face=0x89, #70, 
NT, erik HOWARD, Face=0x51, #74, 
LE, eric DORSEY, Face=0xc1, #77, 
ROLB, lawrence TAYLOR, Face=0xcf, #56, 
RILB, pepper JOHNSON, Face=0x9c, #52, 
LILB, gary REASONS, Face=0x26, #55, 
LOLB, carl BANKS, Face=0x95, #58, 
RCB, everson WALLS, Face=0xc4, #28, 
LCB, mark COLLINS, Face=0x8a, #25, 
SS, greg JACKSON, Face=0xb8, #47, 
K, matt BAHR, Face=0x20, #9, 
P, sean LANDETA, Face=0x1c, #5, 
TEAM=eagles
QB1, qb EAGLES, Face=0xd4, #0, 
QB1, randall CUNNINGHAM, Face=0x92, #12, 
QB2, jim MCMAHON, Face=0x1b, #9, 
RB1, keith BYARS, Face=0x8f, #41, 
RB2, heath SHERMAN, Face=0xcd, #23, 
RB3, anthony TONEY, Face=0xc5, #25, 
RB4, robert DRUMMOND, Face=0x85, #36, 
WR1, fred BARNETT, Face=0x86, #86, 
WR2, calvin WILLIAMS, Face=0x89, #89, 
WR3, mike QUICK, Face=0x9f, #82, 
WR4, kenny JACKSON, Face=0x9c, #85, 
TE1, keith JACKSON, Face=0xce, #88, 
TE2, harper LE BEL, Face=0x21, #87, 
C, david ALEXANDER, Face=0x33, #72, 
LG, mike SCHAD, Face=0x44, #79, 
RG, ron SOLT, Face=0x48, #66, 
LT, ron HELLER, Face=0x4b, #73, 
RT, r. SINGLETARY, Face=0x8a, #68, 
RT, ron SINGLETARY, Face=0x8a, #68, 
RE, clyde SIMMONS, Face=0x9b, #96, 
NT, mike GOLIC, Face=0x2e, #90, 
LE, reggie WHITE, Face=0x99, #92, 
ROLB, jessie SMALL, Face=0x8c, #52, 
RILB, jerome BROWN, Face=0x8d, #99, 
LILB, byron EVANS, Face=0xc7, #56, 
LOLB, seth JOYNER, Face=0xb1, #59, 
RCB, eric ALLEN, Face=0xc4, #21, 
LCB, ben SMITH, Face=0xc6, #26, 
SS, andre WATERS, Face=0x8b, #20, 
K, roger RUZEK, Face=0x17, #7, 
P, jeff FEAGLES, Face=0x16, #5, 
TEAM=cardinals
QB1, timm ROSENBACH, Face=0x3a, #3, 
QB2, tom TUPA, Face=0x21, #19, 
QB2, chris CHANDLER, Face=0x12, #12, 
RB1, johnny JOHNSON, Face=0x3d, #39, 
WR2, roy GREEN, Face=0xc7, #81, 
RB3, ron WOLFLEY, Face=0x4f, #24, 
RB4, vai SIKAHEMA, Face=0x8a, #36, 
WR1, ricky PROEHL, Face=0x4e, #87, 
WR2, ernie JONES, Face=0xa2, #86, 
RB3, anthony THOMPSON, Face=0xa8, #34, 
WR4, j. t. SMITH, Face=0xc9, #84, 
WR4, j.t. SMITH, Face=0xc9, #84, 
WR4, jt SMITH, Face=0xc9, #84, 
TE1, walter REEVES, Face=0xc0, #89, 
TE2, tim JORDEN, Face=0x32, #85, 
C, bill LEWIS, Face=0x9, #51, 
LG, derek KENNARD, Face=0xb9, #70, 
RG, lance SMITH, Face=0xbc, #61, 
LT, luis SHARPE, Face=0x97, #67, 
RT, tootie ROBBINS, Face=0x95, #63, 
RE, rod SADDLER, Face=0xa7, #72, 
NT, jim WAHLER, Face=0x1e, #66, 
LE, freddie joe NUNN, Face=0xcd, #78, 
ROLB, ken HARVEY, Face=0xcb, #56, 
RILB, garth JAX, Face=0x43, #53, 
LILB, eric HILL, Face=0xa1, #58, 
LOLB, anthony BELL, Face=0x8d, #55, 
RCB, jay TAYLOR, Face=0x96, #27, 
LCB, cedric MACK, Face=0xaa, #47, 
SS, tim MCDONALD, Face=0xcb, #46, 
K, al DEL GRECO, Face=0x2f, #17, 
P, rich CAMARILLO, Face=0x1b, #16, 
TEAM=cowboys
QB1, troy AIKMAN, Face=0x16, #8, 
QB2, babe LAUFENBERG, Face=0x1f, #15, 
RB1, emmitt SMITH, Face=0xa2, #22, 
RB2, tommie AGEE, Face=0xc5, #34, 
RB2, daryl JOHNSTON, Face=0x2d, #47, 
RB3, alonzo HIGHSMITH, Face=0xbf, #32, 
RB4, robert PERRYMAN, Face=0xae, #39, 
WR1, kelvin MARTIN, Face=0x85, #83, 
WR2, michael IRVIN, Face=0xc4, #88, 
WR3, alexander WRIGHT, Face=0xc7, #81, 
WR4, james DIXON, Face=0xc1, #86, 
TE1, jay NOVACEK, Face=0x39, #84, 
TE2, rob AWALT, Face=0x83, #89, 
C, mark STEPNOSKI, Face=0x1c, #53, 
LG, crawford KER, Face=0x38, #68, 
RG, john GESEK, Face=0x2b, #67, 
LT, kevin GOGAN, Face=0x34, #66, 
RT, nate NEWTON, Face=0xb5, #61, 
RE, tony TOLBERT, Face=0x43, #92, 
NT, danny NOONAN, Face=0x96, #73, 
LE, daniel STUBBS, Face=0x97, #96, 
ROLB, ken NORTON, Face=0xb4, #51, 
RILB, eugene LOCKHART, Face=0xc, #56, 
LILB, jimmie JONES, Face=0x8e, #97, 
LOLB, jack DEL RIO, Face=0x43, #55, 
LOLB, jack DELRIO, Face=0x43, #55, 
RCB, manny HENDRIX, Face=0xb1, #45, 
LCB, issiac HOLT, Face=0x86, #30, 
SS, james WASHINGTON, Face=0xb0, #37, 
K, ken WILLIS, Face=0x33, #1, 
P, mike SAXON, Face=0x20, #4, 
TEAM=bears
QB1, jim HARBAUGH, Face=0x1d, #4, 
QB2, mike TOMCZAK, Face=0x1f, #18, 
RB1, brad MUSTER, Face=0x40, #25, 
RB2, neal ANDERSON, Face=0x88, #35, 
RB2, walter PAYTON, Face=0x9e, #34, 
RB3, mark GREEN, Face=0xa1, #31, 
RB4, johnny BAILEY, Face=0x99, #22, 
WR1, ron MORRIS, Face=0xb7, #84, 
WR1, tom WADDLE, Face=0x0a, #87, 
WR2, wendell DAVIS, Face=0x91, #82, 
WR3, glen KOZLOWSKI, Face=0x4c, #88, 
WR4, dennis GENTRY, Face=0x9c, #29, 
TE1, james THORNTON, Face=0x21, #80, 
TE2, cap BOSO, Face=0x33, #86, 
C, jay HILGENBERG, Face=0x48, #63, 
LG, mark BORTZ, Face=0x3f, #62, 
RG, tom THAYER, Face=0x36, #57, 
LT, jim COVERT, Face=0x51, #74, 
RT, keith VAN HORNE, Face=0x13, #78, 
RE, richard DENT, Face=0xa5, #95, 
NT, william PERRY, Face=0xce, #72, 
LE, trace ARMSTRONG, Face=0x4f, #93, 
ROLB, jim MORRISSEY, Face=0xc, #51, 
RILB, dan HAMPTON, Face=0x2a, #99, 
LILB, mike SINGLETARY, Face=0xa6, #50, 
LOLB, ron RIVERA, Face=0x1e, #59, 
RCB, lemuel STINSON, Face=0xc4, #32, 
LCB, donnell WOOLFORD, Face=0xc1, #21, 
SS, shaun GAYLE, Face=0xa2, #23, 
K, kevin BUTLER, Face=0x32, #6, 
P, maury BUFORD, Face=0x23, #8, 
TEAM=lions
QB1, rodney PEETE, Face=0xab, #9, 
QB2, andre WARE, Face=0x92, #11, 
RB1, barry SANDERS, Face=0x9b, #20, 
WR2, aubrey MATTHEWS, Face=0xad, #83, 
RB3, james WILDER, Face=0x98, #34, 
RB4, mel GRAY, Face=0x86, #23, 
WR1, richard JOHNSON, Face=0xb8, #84, 
WR2, robert CLARK, Face=0xa1, #82, 
WR3, willie GREEN, Face=0xcd, #86, 
WR4, jeff CAMPBELL, Face=0x21, #87, 
WR1, terry GREER, Face=0xa4, #89, 
WR2, mike FARR, Face=0xd1, #81, 
C, kevin GLOVER, Face=0xaf, #53, 
LG, eric ANDOLSEK, Face=0x1b, #65, 
RG, ken DALLAFIOR, Face=0x24, #67, 
LT, lomas BROWN, Face=0x8d, #75, 
RT, harvey SALEM, Face=0xc, #73, 
RE, dan OWENS, Face=0x23, #70, 
NT, jerry BALL, Face=0xa7, #93, 
LE, keith FERGUSON, Face=0xc7, #77, 
ROLB, michael COFER, Face=0xbf, #55, 
RILB, dennis GIBSON, Face=0x44, #98, 
LILB, chris SPIELMAN, Face=0x30, #54, 
LOLB, george JAMISON, Face=0x96, #58, 
RCB, leroy IRVIN, Face=0xbe, #47, 
LCB, ray CROCKETT, Face=0xa2, #39, 
SS, william WHITE, Face=0xc0, #35, 
K, eddie MURRAY, Face=0x2e, #3, 
P, jim ARNOLD, Face=0x7, #6, 
TEAM=packers
QB1, don MAJKOWSKI, Face=0x3f, #7, 
QB1, brett FAVRE, Face=0x8, #4, 
QB1, ty DETMER, Face=0x25, #14, 
QB2, anthony DILWEG, Face=0x8, #8, 
RB1, keith WOODSIDE, Face=0x86, #33, 
RB1, edgar BENNETT, Face=0x86, #34, 
RB2, michael HADDIX, Face=0x98, #35, 
RB2, vince WORKMAN, Face=0x99, #46, 
RB3, darrell THOMPSON, Face=0x9d, #39, 
RB4, herman FONTENOT, Face=0x8b, #27, 
WR1, sterling SHARPE, Face=0x96, #84, 
WR2, perry KEMP, Face=0x82, #81, 
WR3, robert BROOKS, Face=0x9d, #87, 
WR3, charles WILSON, Face=0xa4, #88, 
WR4, jeff QUERY, Face=0x39, #85, 
TE1, ed WEST, Face=0xc2, #86, 
TE2, jackie HARRIS, Face=0x9a, #80, 
C, james CAMPEN, Face=0x2f, #63, 
LG, rich MORAN, Face=0x30, #57, 
RG, ron HALLSTROM, Face=0xc, #65, 
LT, alan VEINGRAD, Face=0x33, #73, 
RT, tony MANDARICH, Face=0x3a, #77, 
RE, robert BROWN, Face=0xa8, #93, 
NT, bob NELSON, Face=0x31, #79, 
LE, matt BROCK, Face=0x9, #62, 
ROLB, tim HARRIS, Face=0x99, #97, 
RILB, johnny HOLLAND, Face=0xc6, #50, 
LILB, brian NOBLE, Face=0x4f, #91, 
LOLB, scott STEPHEN, Face=0x87, #54, 
RCB, jerry HOLMES, Face=0x83, #44, 
LCB, mark LEE, Face=0xc9, #22, 
SS, mark MURPHY, Face=0x37, #37, 
K, chris JACKE, Face=0x23, #13, 
P, don BRACKEN, Face=0x2c, #17, 
TEAM=vikings
QB1, wade WILSON, Face=0x21, #11, 
QB2, rich GANNON, Face=0x22, #16, 
RB1, herschel WALKER, Face=0x80, #34, 
RB2, rick FENNEY, Face=0x2b, #31, 
RB3, jessie CLARK, Face=0x8b, #33, 
RB4, alfred ANDERSON, Face=0x8d, #46, 
WR1, hassan JONES, Face=0xc0, #84, 
WR2, anthony CARTER, Face=0x9f, #81, 
WR3, leo LEWIS, Face=0xc6, #87, 
WR4, cris CARTER, Face=0x8f, #80, 
TE1, steve JORDAN, Face=0xb7, #83, 
TE1, tim JORDAN, Face=0x2a, #88, 
TE2, mike JONES, Face=0xcd, #82, 
C, kirk LOWDERMILK, Face=0xb, #63, 
LG, randall MCDANIEL, Face=0xc2, #64, 
RG, todd KALIS, Face=0x2a, #69, 
LT, gary ZIMMERMAN, Face=0x41, #65, 
RT, tim IRWIN, Face=0x2b, #76, 
RE, chris DOLEMAN, Face=0x94, #56, 
NT, henry THOMAS, Face=0xb9, #97, 
LE, al NOGA, Face=0x31, #99, 
ROLB, m. MERRIWEATHER, Face=0xab, #57, 
ROLB, mike MERRIWEATHER, Face=0xab, #57, 
RILB, keith MILLARD, Face=0x1e, #75, 
LILB, scott STUDWELL, Face=0x29, #55, 
LOLB, ray BERRY, Face=0x2f, #50, 
RCB, reggie RUTLAND, Face=0xcb, #48, 
LCB, carl LEE, Face=0x88, #39, 
SS, joey BROWNER, Face=0xaa, #47, 
K, fuad REVEIZ, Face=0x13, #7, 
P, harry NEWSOME, Face=0x20, #18, 
TEAM=buccaneers
QB1, vinny TESTAVERDE, Face=0x23, #14, 
QB2, jeff CARLSON, Face=0x42, #7, 
RB1, gary ANDERSON, Face=0xcc, #40, 
RB2, reggie COBB, Face=0xc7, #33, 
RB3, bruce PERKINS, Face=0x80, #32, 
RB4, john HARVEY, Face=0x97, #26, 
WR1, mark CARRIER, Face=0xb0, #88, 
WR2, bruce HILL, Face=0x9c, #84, 
WR3, danny PEEBLES, Face=0x85, #83, 
WR4, willie DREWREY, Face=0xb8, #87, 
TE1, ron HALL, Face=0x32, #82, 
TE2, jesse ANDERSON, Face=0xc0, #89, 
C, randy GRIMES, Face=0x48, #60, 
LG, carl BAX, Face=0xc, #75, 
RG, ian BECKLES, Face=0xaf, #62, 
LT, paul GRUBER, Face=0x1c, #74, 
RT, rob TAYLOR, Face=0x45, #72, 
RE, jim SKOW, Face=0x43, #71, 
NT, tim NEWTON, Face=0xc8, #96, 
LE, rueben DAVIS, Face=0xc1, #79, 
ROLB, kevin MURPHY, Face=0x8e, #59, 
RILB, winston MOSS, Face=0xcd, #58, 
LILB, eugene MARVE, Face=0xc0, #99, 
LOLB, broderick THOMAS, Face=0xb4, #51, 
RCB, wayne HADDIX, Face=0xc9, #45, 
LCB, ricky REYNOLDS, Face=0xc4, #29, 
SS, mark ROBINSON, Face=0xaa, #30, 
K, steve CHRISTIE, Face=0x11, #2, 
P, mark ROYALS, Face=0x4a, #3, 
TEAM=49ers
QB1, joe MONTANA, Face=0x1, #16, 
QB2, steve YOUNG, Face=0x33, #8, 
RB1, roger CRAIG, Face=0xd0, #33, 
RB1, garrison HEARST, Face=0x8e, #20, 
RB1, ricky WATTERS, Face=0x86, #32, 
RB1, terrence FLAGLER, Face=0x97, #32, 
RB2, tom RATHMAN, Face=0x32, #44, 
RB3, dexter CARTER, Face=0x97, #35, 
RB4, harry SYDNEY, Face=0xa0, #24, 
WR1, john TAYLOR, Face=0xc9, #82, 
WR2, jerry RICE, Face=0xa3, #80, 
WR3, mike WILSON, Face=0xc0, #85, 
WR4, mike SHERRARD, Face=0x85, #88, 
WR4, dwight CLARK, Face=0x03, #87, 
TE1, brent JONES, Face=0x43, #84, 
TE1, brent JONES, Face=0x42, #89, 
TE2, jamie WILLIAMS, Face=0xbe, #81, 
C, jesse SAPOLU, Face=0x82, #61, 
LG, guy MCINTYRE, Face=0xac, #62, 
RG, harris BARTON, Face=0x1f, #79, 
LT, bubba PARIS, Face=0xae, #77, 
RT, steve WALLACE, Face=0xaf, #74, 
RE, kevin FAGAN, Face=0x38, #75, 
NT, michael CARTER, Face=0x9c, #95, 
NT, larry ROBERTS, Face=0x9c, #91, 
LE, pierce HOLT, Face=0x2a, #78, 
ROLB, bill ROMANOWSKI, Face=0x4f, #53, 
ROLB, mike WALTER, Face=0x4f, #99, 
RILB, keith DELONG, Face=0xc, #59, 
LILB, matt MILLEN, Face=0x1c, #54, 
LOLB, charles HALEY, Face=0xb7, #94, 
LOLB, keena TURNER, Face=0x97, #58, 
RCB, don GRIFFIN, Face=0x8a, #29, 
LCB, darryl POLLARD, Face=0x8e, #26, 
SS, dave WAYMER, Face=0xd1, #43, 
K, mike COFER, Face=0x21, #6, 
P, barry HELTON, Face=0xc, #9, 
TEAM=rams
QB1, jim EVERETT, Face=0x25, #11, 
QB2, chuck LONG, Face=0x15, #16, 
RB1, cleveland GARY, Face=0x94, #43, 
RB1, eric DICKERSON, Face=0xa4, #29, 
RB1, jerome BETTIS, Face=0x94, #36, 
RB2, curt WARNER, Face=0x83, #21, 
RB3, gaston GREEN, Face=0x81, #44, 
RB4, buford MCGEE, Face=0x8d, #24, 
RB4, robert DELPINO, Face=0x95, #39, 
WR1, henry ELLARD, Face=0xbd, #80, 
WR2, willie ANDERSON, Face=0x8b, #83, 
WR2, flipper ANDERSON, Face=0x8b, #83, 
WR3, derrick FAISON, Face=0xb8, #89, 
WR4, aaron COX, Face=0x8e, #84, 
TE1, pete HOLOHAN, Face=0x43, #81, 
TE2, damone JOHNSON, Face=0xb0, #86, 
C, doug SMITH, Face=0xc, #56, 
LG, tom NEWBERRY, Face=0x31, #66, 
RG, bern BROSTEK, Face=0x1f, #61, 
LT, irv PANKEY, Face=0xa6, #75, 
RT, jackie SLATER, Face=0xc1, #78, 
RE, brian SMITH, Face=0xc0, #96, 
NT, alvin WRIGHT, Face=0x8f, #99, 
LE, doug REED, Face=0x88, #93, 
ROLB, mike WILCHER, Face=0x9c, #54, 
RILB, fred STRICKLAND, Face=0xb2, #53, 
LILB, frank STAMS, Face=0x1e, #50, 
LOLB, kevin GREENE, Face=0x43, #91, 
RCB, bobby HUMPHERY, Face=0xc4, #48, 
LCB, jerry GRAY, Face=0xa1, #25, 
SS, vince NEWSOME, Face=0x96, #22, 
K, mike LANSFORD, Face=0x47, #1, 
P, keith ENGLISH, Face=0x4c, #8, 
TEAM=saints
QB1, steve WALSH, Face=0x26, #3, 
QB2, john FOURCADE, Face=0x28, #11, 
RB1, craig HEYWARD, Face=0xb8, #34, 
RB2, dalton HILLIARD, Face=0xc3, #21, 
RB3, rueben MAYES, Face=0xc1, #36, 
RB4, gil FENERTY, Face=0x34, #22, 
RB4, gill FENERTY, Face=0x34, #22, 
WR1, eric MARTIN, Face=0xcb, #84, 
WR2, brent PERRIMAN, Face=0xc7, #80, 
WR3, lonzell HILL, Face=0xb7, #87, 
WR4, floyd TURNER, Face=0x9a, #88, 
TE1, hoby BRENNER, Face=0x46, #85, 
TE2, john TICE, Face=0x13, #82, 
C, joel HILGENBERG, Face=0x1c, #61, 
LG, jim DOMBROWSKI, Face=0x1f, #72, 
RG, steve TRAPILO, Face=0x2f, #65, 
LT, kevin HAVERDINK, Face=0x4e, #74, 
RT, stan BROCK, Face=0x39, #67, 
RE, renaldo TURNBULL, Face=0x96, #97, 
NT, jim WILKS, Face=0xac, #94, 
LE, wayne MARTIN, Face=0x99, #93, 
ROLB, pat SWILLING, Face=0xaa, #56, 
RILB, vaughan JOHNSON, Face=0xc8, #53, 
LILB, sam MILLS, Face=0x83, #51, 
LOLB, rickey JACKSON, Face=0xcc, #57, 
RCB, toi COOK, Face=0xab, #41, 
LCB, robert MASSEY, Face=0x95, #40, 
SS, brett MAXIE, Face=0x90, #39, 
K, morten ANDERSEN, Face=0x27, #7, 
P, tommy BARNHARDT, Face=0x44, #6, 
TEAM=falcons
QB1, chris MILLER, Face=0x33, #12, 
QB2, hugh MILLEN, Face=0x28, #7, 
RB1, mike ROZIER, Face=0xc7, #30, 
WR2, michael HAYNES, Face=0x92, #81, 
RB3, steve BROUSSARD, Face=0x9f, #34, 
RB4, keith JONES, Face=0x99, #38, 
WR1, floyd DIXON, Face=0x8d, #86, 
WR2, andre RISON, Face=0xd3, #80, 
WR3, tracy JOHNSON, Face=0xc6, #43, 
WR4, george THOMAS, Face=0x8f, #89, 
WR1, shawn COLLINS, Face=0x86, #85, 
WR2, gary WILKINS, Face=0x98, #87, 
C, jamie DUKES, Face=0xa7, #64, 
LG, houston HOOVER, Face=0xb2, #69, 
RG, bill FRALIC, Face=0x9, #79, 
LT, mike KENN, Face=0x1e, #78, 
RT, chris HINTON, Face=0xb2, #71, 
RE, tim GREEN, Face=0x10, #99, 
NT, tory EPPS, Face=0xac, #97, 
LE, mike GANN, Face=0x43, #76, 
ROLB, darion CONNER, Face=0xc9, #56, 
RILB, john RADE, Face=0x12, #59, 
LILB, jessie TUGGLE, Face=0xaa, #58, 
LOLB, michael REID, Face=0x9c, #95, 
RCB, deion SANDERS, Face=0x9e, #21, 
LCB, charles DIMRY, Face=0x8a, #22, 
SS, brian JORDAN, Face=0x8b, #40, 
K, greg DAVIS, Face=0x21, #5, 
P, scott FULHAGE, Face=0xc, #17, 

#taken from TSB1995.nes
TEAM=bills
QB1, jim KELLY, Face=0x0, #12, 
